ID;coord_x;coord_y;stationID;sector;environmentTypeCode;environmentTypeDesc;closestMall;closestRoads;closestMotorways;closestRiver;closestParking;closestIndustrialZone;closestTrainStation;closestPollutionStation
17;1914993.6;4222813.0;ESP637;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18;1914017.1;4222361.0;ESP1073;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19;1914384.8;4223660.0;ESP127;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20;1913628.9;4222635.5;ESP1022;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21;1915539.4;4224585.0;ESP720;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22;1912829.6;4221453.5;ESP599;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23;1914904.8;4222666.5;ESP256;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24;1914819.9;4223842.5;ESP876;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25;1914295.4;4224064.5;ESP817;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26;1914295.0;4223282.5;ESP889;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27;1913808.2;4223133.5;ESP1093;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28;1915031.6;4224841.0;ESP1027;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29;1913321.4;4224510.5;ESP1279;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30;1915342.6;4225711.0;ESP1324;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31;1915907.1;4223808.5;ESP719;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
32;1914093.6;4221349.5;ESP94;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
33;1913003.9;4223022.5;ESP875;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
34;1912626.5;4222020.0;ESP872;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
35;1914710.9;4221660.5;ESP753;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
36;1915106.1;4224950.5;ESP1313;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
37;1913007.5;4223050.0;ESP1361;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
38;1912627.6;4221726.5;ESP872;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
39;1914856.9;4220763.5;ESP1125;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
40;1912694.5;4222887.0;ESP372;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
41;1915194.0;4222790.0;ESP565;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
42;1915132.8;4222080.0;ESP759;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
43;1912778.9;4222138.5;ESP50;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
44;1913695.1;4223040.0;ESP891;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
45;1915239.5;4222561.5;ESP55;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
46;1912496.5;4224218.0;ESP39;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
47;1912598.1;4223042.0;ESP1076;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
48;1915932.8;4223819.5;ESP719;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
49;1912607.5;4221691.5;ESP872;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
50;1915003.9;4224632.5;ESP233;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
51;1912628.0;4221910.0;ESP872;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
52;1914878.8;4222274.0;ESP764;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
53;1914989.5;4222409.5;ESP225;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
54;1914968.2;4222479.5;ESP134;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
55;1913341.5;4224210.0;ESP490;1;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
56;1914742.9;4225237.5;ESP49;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
57;1912522.9;4223685.5;ESP105;1;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
58;1914650.4;4223477.0;ESP1016;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
59;1913524.5;4225157.0;ESP344;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
60;1915557.1;4223183.5;ESP703;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
61;1914804.5;4225363.0;ESP1033;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
62;1915682.8;4223114.0;ESP131;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
63;1912532.0;4223589.5;ESP494;1;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
64;1913683.2;4224699.0;ESP32840;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
65;1912427.5;4222673.0;ESP840;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
66;1915138.9;4221454.0;ESP919;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
67;1914313.5;4222052.0;ESP542;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
68;1913124.1;4221907.5;ESP1330;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
69;1912585.9;4221370.5;ESP836;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
70;1912436.4;4222158.0;ESP124;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
71;1915279.4;4223101.5;ESP878;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
72;1915516.8;4222360.0;ESP927;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
73;1912995.9;4223212.5;ESP636;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
74;1913646.6;4223009.0;ESP891;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
75;1913459.8;4223727.5;ESP1177;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
76;1912976.0;4225832.5;ESP1280;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
77;1914569.5;4222108.0;ESP101;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
78;1915546.4;4224995.5;ESP955;2;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
79;1914499.0;4221732.5;ESP1418;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
80;1913996.1;4221963.5;ESP1263;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
81;1914941.0;4222444.0;ESP55;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
82;1913059.2;4225714.0;ESP31186;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
83;1914421.4;4223824.0;ESP876;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
84;1912489.9;4222689.0;ESP1229;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
85;1915564.2;4222279.0;ESP320;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
86;1914693.9;4225193.5;ESP579;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
87;1912087.0;4226322.5;ESP33625;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
88;1912994.5;4225530.5;ESP9;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
89;1915265.4;4222820.0;ESP251;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
90;1915527.0;4222802.5;ESP1057;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
91;1912061.2;4226357.5;ESP33625;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
92;1914218.2;4222207.5;ESP455;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
93;1914843.9;4222334.0;ESP432;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
94;1912768.4;4222131.5;ESP50;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
95;1915496.6;4222684.5;ESP648;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
96;1912831.9;4221872.5;ESP898;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
97;1915153.9;4225734.5;ESP970;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
98;1913271.6;4223596.5;ESP873;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
99;1912821.0;4224997.0;ESP481;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
100;1915010.4;4222514.5;ESP1272;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
101;1914004.0;4221964.0;ESP1263;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
102;1914085.2;4223010.5;ESP883;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
103;1914718.2;4225375.5;ESP591;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
104;1913958.2;4224593.0;ESP1291;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
105;1913745.6;4225219.5;ESP813;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
106;1912699.6;4223197.0;ESP662;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
107;1915017.9;4225600.5;ESP822;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
108;1914522.2;4223970.5;ESP962;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
109;1912726.8;4221733.5;ESP897;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
110;1912370.2;4222187.0;ESP32097;3;ESP187;Bois semi naturel;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
111;1914162.0;4224742.0;ESP334;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
112;1915551.2;4222832.5;ESP852;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
113;1913760.8;4223632.5;ESP655;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
114;1915024.1;4225067.5;ESP1213;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
115;1912471.9;4223747.5;ESP1288;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
116;1915480.1;4222686.0;ESP384;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
117;1914886.8;4223884.5;ESP715;5;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
118;1914821.6;4222271.5;ESP1386;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
119;1915353.2;4224671.0;ESP995;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
120;1914940.5;4224399.0;ESP1036;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
121;1912936.4;4225004.5;ESP326;1;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
122;1914328.5;4224007.5;ESP817;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
123;1914181.8;4221773.5;ESP1270;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
124;1914963.5;4223312.0;ESP509;4;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
125;1914460.1;4223968.5;ESP811;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
126;1912497.0;4222617.5;ESP605;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
127;1913893.9;4224649.5;ESP1195;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
128;1912514.9;4223537.0;ESP896;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
129;1915366.1;4225727.0;ESP1324;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
130;1913341.2;4223503.5;ESP1080;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
131;1913333.1;4223470.5;ESP1080;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
132;1912774.0;4221991.5;ESP1359;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
133;1913925.0;4221682.0;ESP561;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
134;1916041.2;4222649.0;ESP1001;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
135;1914722.4;4224228.5;ESP377;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
136;1913299.1;4223446.5;ESP1080;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
137;1913238.2;4225047.0;ESP480;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
138;1915652.0;4224251.0;ESP1000;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
139;1913420.9;4225308.0;ESP344;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
140;1913679.5;4223231.0;ESP503;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
141;1914210.4;4224277.0;ESP109;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
142;1915800.5;4224591.5;ESP53;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
143;1915251.8;4222854.5;ESP251;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
144;1915072.9;4224669.0;ESP18;2;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
145;1912494.9;4225960.5;ESP33630;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
146;1914563.8;4221803.5;ESP1267;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
147;1914183.6;4223080.5;ESP241;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
148;1915010.8;4222923.0;ESP1097;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
149;1914936.0;4223682.5;ESP1378;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
150;1913442.1;4224305.0;ESP784;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
151;1913637.9;4223239.5;ESP503;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
152;1914293.6;4221780.0;ESP66;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
153;1915055.0;4222365.5;ESP1067;5;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
154;1915193.2;4222833.0;ESP769;5;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
155;1912546.8;4223733.5;ESP1288;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
156;1914226.9;4222076.5;ESP1260;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
157;1914900.1;4225362.0;ESP360;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
158;1915002.5;4221054.0;ESP446;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
159;1913851.6;4222779.5;ESP736;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
160;1914195.9;4222183.0;ESP448;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
161;1914150.0;4222606.0;ESP989;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
162;1914839.1;4222238.5;ESP432;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
163;1915122.0;4225283.5;ESP495;2;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
164;1914027.6;4222859.5;ESP632;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
165;1913114.8;4225598.5;ESP32315;1;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
166;1914501.9;4221855.5;ESP1267;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
167;1915193.9;4225001.5;ESP588;2;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
168;1915135.2;4221328.5;ESP219;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
169;1914127.8;4222618.0;ESP407;4;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
170;1914962.1;4221423.5;ESP559;6;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
171;1913072.0;4225005.0;ESP262;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
172;1912794.9;4221757.0;ESP897;3;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
173;1912396.9;4222387.0;ESP984;3;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
174;1915280.6;4221986.5;ESP905;6;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
175;1914397.8;4221447.0;ESP218;6;ESP065;Arbre d'enceintes fermées;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
176;1913129.9;4225538.5;ESP32314;1;ESP151;Arbre de voirie;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
177;1915108.9;4222838.0;ESP738;4;ESP174;Arbre d'espaces ouverts;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
