ID;root;trunk;collar;crown;diseases
181;0;0;0;0;xxxx
182;0;0;0;0;xxxx
183;0;0;0;0;xxxx
184;0;1;0;0;xTxx
185;0;1;0;0;xTxx
186;0;0;0;0;xxxx
187;0;0;0;0;xxxx
188;0;0;1;1;xxCK
189;0;0;0;0;xxxx
190;0;0;0;0;xxxx
191;0;0;0;0;xxxx
192;0;0;0;0;xxxx
193;0;0;0;0;xxxx
194;0;0;0;0;xxxx
195;0;0;0;0;xxxx
196;0;0;0;0;xxxx
197;0;0;0;0;xxxx
198;0;0;0;1;xxxK
199;0;1;1;0;xTCx
200;0;0;0;1;xxxK
201;0;0;0;0;xxxx
202;0;0;0;0;xxxx
203;0;0;0;0;xxxx
204;0;0;0;0;xxxx
205;0;0;0;0;xxxx
206;0;0;0;0;xxxx
207;0;1;0;0;xTxx
208;0;0;0;1;xxxK
209;0;0;0;0;xxxx
210;0;1;0;1;xTxK
211;0;0;0;0;xxxx
212;0;0;0;0;xxxx
213;0;0;0;1;xxxK
214;0;0;0;0;xxxx
215;0;0;0;0;xxxx
216;0;0;0;0;xxxx
217;0;0;0;0;xxxx
218;0;1;0;1;xTxK
219;0;0;0;0;xxxx
220;0;0;0;1;xxxK
221;0;0;0;0;xxxx
222;0;0;0;0;xxxx
223;0;0;0;0;xxxx
224;0;0;0;1;xxxK
225;0;0;0;1;xxxK
226;0;0;0;1;xxxK
227;0;1;1;0;xTCx
228;0;0;0;1;xxxK
229;0;1;1;0;xTCx
230;0;0;0;0;xxxx
231;0;0;0;0;xxxx
232;0;0;0;0;xxxx
233;0;0;0;0;xxxx
234;0;1;1;0;xTCx
235;0;1;0;1;xTxK
236;0;0;0;0;xxxx
237;0;0;0;0;xxxx
238;0;0;0;0;xxxx
239;0;0;0;0;xxxx
240;0;0;0;0;xxxx
241;0;0;0;0;xxxx
242;0;0;0;1;xxxK
243;0;0;0;1;xxxK
244;0;0;0;1;xxxK
245;0;1;0;0;xTxx
246;0;0;0;0;xxxx
247;0;0;0;1;xxxK
248;0;0;0;0;xxxx
249;0;0;0;0;xxxx
250;0;0;0;0;xxxx
251;0;0;0;0;xxxx
252;0;0;0;1;xxxK
253;0;0;0;0;xxxx
254;0;1;0;0;xTxx
255;0;0;0;0;xxxx
256;0;0;0;0;xxxx
257;0;0;0;0;xxxx
258;0;0;0;0;xxxx
259;0;0;0;0;xxxx
260;0;0;0;1;xxxK
261;0;0;0;1;xxxK
262;1;0;0;0;Rxxx
263;0;1;0;1;xTxK
264;0;0;0;0;xxxx
265;0;0;0;1;xxxK
266;0;0;0;1;xxxK
267;0;0;0;0;xxxx
268;0;0;0;0;xxxx
269;0;0;0;0;xxxx
270;0;1;0;0;xTxx
271;0;0;0;0;xxxx
272;0;0;0;0;xxxx
273;0;0;0;0;xxxx
274;0;0;0;0;xxxx
275;0;0;0;0;xxxx
276;1;1;0;0;RTxx
277;0;0;0;0;xxxx
278;0;0;0;0;xxxx
279;0;1;0;1;xTxK
280;0;0;0;0;xxxx
281;0;0;0;0;xxxx
282;0;0;0;0;xxxx
283;0;0;0;0;xxxx
284;0;1;0;1;xTxK
285;0;0;0;0;xxxx
286;0;0;0;0;xxxx
287;0;0;0;0;xxxx
288;0;0;0;0;xxxx
289;0;0;0;0;xxxx
290;0;0;0;0;xxxx
291;0;0;0;0;xxxx
292;0;0;0;0;xxxx
293;0;0;0;0;xxxx
294;0;0;0;0;xxxx
295;0;0;0;0;xxxx
296;0;0;0;0;xxxx
297;0;0;0;0;xxxx
298;0;0;0;0;xxxx
299;0;0;0;0;xxxx
300;0;0;0;0;xxxx
301;0;0;0;0;xxxx
302;0;0;0;0;xxxx
303;0;0;0;0;xxxx
304;0;0;0;0;xxxx
305;0;0;0;0;xxxx
306;0;0;0;0;xxxx
307;0;0;0;1;xxxK
308;0;0;0;0;xxxx
309;0;0;0;0;xxxx
310;0;0;0;0;xxxx
311;0;0;0;0;xxxx
312;0;0;0;0;xxxx
313;0;0;0;0;xxxx
314;0;0;0;0;xxxx
315;0;1;0;0;xTxx
316;0;0;0;0;xxxx
317;0;0;0;0;xxxx
318;0;0;0;0;xxxx
319;0;0;0;1;xxxK
320;0;1;0;0;xTxx
321;0;0;0;0;xxxx
322;0;0;0;0;xxxx
323;0;1;0;0;xTxx
324;0;0;0;1;xxxK
325;0;0;0;0;xxxx
326;0;0;0;0;xxxx
327;0;0;0;0;xxxx
328;0;0;0;0;xxxx
329;0;0;0;0;xxxx
330;0;0;0;0;xxxx
331;0;0;0;0;xxxx
332;0;0;0;0;xxxx
333;0;1;0;1;xTxK
334;0;0;0;0;xxxx
335;0;0;0;0;xxxx
336;0;0;0;0;xxxx
337;0;0;0;0;xxxx
338;0;0;0;0;xxxx
339;0;0;0;0;xxxx
340;0;0;0;0;xxxx
341;1;0;0;0;Rxxx
342;0;0;0;0;xxxx
343;0;0;0;0;xxxx
344;0;0;0;0;xxxx
345;0;1;0;1;xTxK
346;0;0;0;1;xxxK
347;0;0;0;1;xxxK
348;0;0;0;0;xxxx
349;0;0;0;0;xxxx
350;0;0;0;0;xxxx
351;0;0;0;0;xxxx
352;0;0;0;0;xxxx
353;0;0;0;1;xxxK
354;1;1;0;1;RTxK
355;0;0;0;0;xxxx
356;0;0;0;0;xxxx
357;0;0;0;0;xxxx
358;0;0;0;0;xxxx
359;0;0;0;0;xxxx
360;0;0;0;0;xxxx
361;0;0;0;0;xxxx
362;0;1;0;1;xTxK
363;0;0;1;0;xxCx
364;0;0;0;1;xxxK
365;0;0;0;0;xxxx
366;0;0;0;1;xxxK
367;0;0;0;0;xxxx
368;0;0;0;0;xxxx
369;0;0;0;1;xxxK
370;0;0;0;0;xxxx
371;0;0;0;1;xxxK
372;0;0;0;1;xxxK
373;0;0;0;0;xxxx
374;0;0;1;0;xxCx
375;0;0;0;0;xxxx
376;0;0;0;0;xxxx
377;0;1;0;0;xTxx
378;0;0;0;0;xxxx
379;0;0;0;1;xxxK
380;0;0;0;0;xxxx
381;0;0;0;0;xxxx
382;0;0;0;0;xxxx
383;0;0;0;0;xxxx
384;0;0;0;0;xxxx
385;0;0;0;0;xxxx
386;0;0;0;0;xxxx
387;0;0;0;0;xxxx
388;0;0;0;0;xxxx
389;0;0;0;0;xxxx
390;0;0;0;0;xxxx
391;0;0;0;1;xxxK
392;0;0;0;1;xxxK
393;0;0;0;0;xxxx
394;0;0;0;1;xxxK
395;0;0;0;0;xxxx
396;0;0;0;1;xxxK
397;0;0;0;0;xxxx
398;0;0;0;0;xxxx
399;0;1;0;1;xTxK
400;0;0;0;0;xxxx
401;0;0;0;0;xxxx
402;0;0;0;0;xxxx
403;0;0;0;0;xxxx
404;0;0;0;1;xxxK
405;0;1;1;0;xTCx
406;0;0;0;0;xxxx
407;0;0;0;0;xxxx
408;0;0;0;0;xxxx
409;0;0;0;0;xxxx
410;0;0;0;0;xxxx
411;0;0;0;0;xxxx
412;0;0;0;0;xxxx
413;0;1;0;0;xTxx
414;0;0;0;0;xxxx
415;0;0;0;0;xxxx
416;0;0;0;0;xxxx
417;0;0;0;1;xxxK
418;0;0;0;0;xxxx
419;0;0;0;0;xxxx
420;0;0;0;1;xxxK
421;0;0;0;1;xxxK
422;0;1;1;1;xTCK
423;0;0;0;0;xxxx
424;0;0;0;0;xxxx
425;0;0;0;0;xxxx
426;0;0;0;0;xxxx
427;0;0;0;0;xxxx
428;0;0;0;0;xxxx
429;0;0;0;1;xxxK
430;0;0;0;0;xxxx
431;0;1;0;1;xTxK
432;0;0;0;1;xxxK
433;0;0;0;1;xxxK
434;0;0;0;0;xxxx
435;0;0;0;0;xxxx
436;0;1;0;0;xTxx
437;0;0;0;1;xxxK
438;0;0;0;1;xxxK
439;0;0;0;0;xxxx
440;0;0;0;0;xxxx
441;0;0;0;0;xxxx
442;0;0;0;0;xxxx
443;0;1;0;0;xTxx
444;0;0;0;0;xxxx
445;0;1;0;0;xTxx
446;0;1;0;0;xTxx
447;0;0;0;0;xxxx
448;0;0;0;0;xxxx
449;0;0;0;0;xxxx
450;0;0;0;0;xxxx
451;0;0;0;0;xxxx
452;0;0;0;0;xxxx
453;0;0;0;0;xxxx
454;0;0;0;0;xxxx
455;0;0;0;1;xxxK
456;0;0;0;0;xxxx
457;0;0;0;0;xxxx
458;0;0;0;0;xxxx
459;0;0;0;0;xxxx
460;0;0;0;0;xxxx
461;0;0;0;0;xxxx
462;0;0;0;0;xxxx
463;0;0;1;0;xxCx
464;0;0;0;0;xxxx
465;0;0;0;0;xxxx
466;0;1;1;1;xTCK
467;0;0;0;0;xxxx
468;0;0;0;0;xxxx
469;0;0;0;0;xxxx
470;0;0;0;0;xxxx
471;0;0;0;0;xxxx
472;0;0;0;0;xxxx
473;0;0;0;0;xxxx
474;0;0;0;0;xxxx
475;0;0;0;0;xxxx
476;0;0;0;0;xxxx
477;0;0;0;0;xxxx
478;0;0;0;0;xxxx
479;0;1;0;1;xTxK
480;0;0;0;0;xxxx
481;0;0;0;0;xxxx
482;0;0;0;0;xxxx
483;0;0;0;0;xxxx
484;0;0;0;0;xxxx
485;0;0;0;0;xxxx
486;0;0;0;0;xxxx
487;0;0;0;0;xxxx
488;0;1;0;0;xTxx
489;1;0;0;0;Rxxx
490;0;0;0;0;xxxx
491;0;0;0;0;xxxx
492;0;1;1;0;xTCx
493;0;0;0;0;xxxx
494;0;0;0;1;xxxK
495;0;0;0;0;xxxx
496;0;0;0;1;xxxK
497;0;0;0;0;xxxx
498;0;0;0;0;xxxx
499;0;1;0;1;xTxK
500;0;0;0;0;xxxx
501;0;0;0;1;xxxK
502;0;0;0;0;xxxx
503;0;0;0;0;xxxx
504;0;0;0;0;xxxx
505;0;1;0;0;xTxx
506;0;0;0;0;xxxx
507;0;0;0;1;xxxK
508;0;0;0;0;xxxx
509;0;0;0;0;xxxx
510;0;1;0;0;xTxx
511;0;0;0;0;xxxx
512;0;1;0;0;xTxx
513;0;0;0;0;xxxx
514;0;0;0;1;xxxK
515;1;0;1;0;RxCx
516;0;0;0;1;xxxK
517;0;0;0;0;xxxx
518;0;0;0;1;xxxK
519;0;1;0;0;xTxx
520;0;0;0;1;xxxK
521;1;0;0;0;Rxxx
522;0;0;0;0;xxxx
523;1;0;0;0;Rxxx
524;0;0;0;0;xxxx
525;0;0;0;1;xxxK
526;0;0;0;0;xxxx
527;0;0;0;0;xxxx
528;0;0;0;0;xxxx
529;0;0;0;0;xxxx
530;0;0;0;0;xxxx
531;0;0;0;0;xxxx
532;0;0;0;0;xxxx
533;0;1;1;0;xTCx
534;0;0;0;0;xxxx
535;0;0;0;1;xxxK
536;0;1;0;1;xTxK
537;0;0;0;0;xxxx
538;0;0;0;0;xxxx
539;1;0;0;0;Rxxx
540;0;0;0;1;xxxK
541;0;0;0;1;xxxK
542;0;0;0;1;xxxK
543;0;0;0;1;xxxK
544;0;0;0;0;xxxx
545;0;0;0;1;xxxK
546;0;0;0;1;xxxK
547;0;1;0;1;xTxK
548;0;0;0;1;xxxK
549;0;0;0;1;xxxK
550;0;0;0;1;xxxK
551;0;0;0;0;xxxx
552;0;1;0;0;xTxx
553;0;0;0;0;xxxx
554;0;0;0;0;xxxx
555;0;1;0;0;xTxx
556;0;1;0;0;xTxx
557;0;0;0;0;xxxx
558;0;0;0;1;xxxK
559;0;0;0;0;xxxx
560;0;1;1;1;xTCK
561;0;0;0;0;xxxx
562;0;0;0;1;xxxK
563;0;0;0;1;xxxK
564;0;0;0;0;xxxx
565;0;0;0;0;xxxx
566;0;0;0;1;xxxK
567;0;0;0;0;xxxx
568;0;0;0;0;xxxx
569;0;0;0;0;xxxx
570;0;0;0;0;xxxx
571;0;0;0;0;xxxx
572;0;0;0;1;xxxK
573;0;0;0;0;xxxx
574;0;0;0;0;xxxx
575;0;0;0;1;xxxK
576;0;0;0;0;xxxx
577;0;0;0;1;xxxK
578;0;0;0;0;xxxx
579;1;0;0;0;Rxxx
580;0;0;0;0;xxxx
581;0;0;0;0;xxxx
582;0;0;0;1;xxxK
583;0;0;0;0;xxxx
584;0;1;1;1;xTCK
585;0;0;0;0;xxxx
586;0;0;0;0;xxxx
587;0;1;0;1;xTxK
588;0;0;0;1;xxxK
589;0;0;0;0;xxxx
590;0;0;0;0;xxxx
591;0;0;0;0;xxxx
592;0;1;0;0;xTxx
593;0;0;0;0;xxxx
594;0;0;0;0;xxxx
595;0;0;0;1;xxxK
596;0;0;0;0;xxxx
597;0;0;0;0;xxxx
598;0;0;0;0;xxxx
599;0;0;0;0;xxxx
600;0;1;0;0;xTxx
601;0;1;0;1;xTxK
602;0;0;0;0;xxxx
603;0;0;0;0;xxxx
604;0;0;0;0;xxxx
605;0;0;0;0;xxxx
606;0;0;1;0;xxCx
607;0;1;0;1;xTxK
608;0;0;0;0;xxxx
609;0;0;0;0;xxxx
610;0;0;0;0;xxxx
611;0;0;0;0;xxxx
612;0;0;0;1;xxxK
613;0;0;0;0;xxxx
614;0;0;0;0;xxxx
615;0;0;0;0;xxxx
616;0;1;0;0;xTxx
617;0;0;0;0;xxxx
618;0;0;0;0;xxxx
619;0;0;0;1;xxxK
620;1;0;1;1;RxCK
621;0;0;0;0;xxxx
622;0;0;0;0;xxxx
623;0;1;0;1;xTxK
624;0;0;0;0;xxxx
625;0;0;0;0;xxxx
626;0;0;0;0;xxxx
627;0;0;0;0;xxxx
628;0;0;0;0;xxxx
629;0;0;0;0;xxxx
630;0;0;0;0;xxxx
631;0;0;0;0;xxxx
632;0;0;0;0;xxxx
633;0;0;0;1;xxxK
634;0;0;0;0;xxxx
635;0;1;1;0;xTCx
636;0;0;0;0;xxxx
637;0;0;0;0;xxxx
638;0;0;0;0;xxxx
639;0;0;0;0;xxxx
640;0;0;0;1;xxxK
641;0;0;0;0;xxxx
642;0;0;0;1;xxxK
643;0;0;0;0;xxxx
644;0;1;0;0;xTxx
645;0;1;1;1;xTCK
646;0;0;0;1;xxxK
647;0;1;0;0;xTxx
648;0;1;0;0;xTxx
649;0;0;0;0;xxxx
650;1;0;0;0;Rxxx
651;0;0;0;0;xxxx
652;0;0;0;0;xxxx
653;0;0;0;0;xxxx
654;0;0;1;1;xxCK
655;0;0;0;0;xxxx
656;1;1;0;0;RTxx
657;0;0;0;0;xxxx
658;0;1;0;1;xTxK
659;0;0;0;1;xxxK
660;0;0;0;0;xxxx
661;0;0;0;0;xxxx
662;0;0;0;1;xxxK
663;0;0;0;0;xxxx
664;0;0;0;0;xxxx
665;0;0;0;0;xxxx
666;0;0;0;1;xxxK
667;0;0;0;0;xxxx
668;0;0;0;0;xxxx
669;0;0;0;0;xxxx
670;0;1;0;1;xTxK
671;0;0;0;0;xxxx
672;0;0;0;0;xxxx
673;0;0;0;0;xxxx
674;0;0;0;0;xxxx
675;0;0;0;0;xxxx
676;0;0;0;0;xxxx
677;0;0;0;0;xxxx
678;0;0;0;0;xxxx
679;0;0;0;0;xxxx
680;0;0;0;0;xxxx
681;0;0;0;0;xxxx
682;0;1;0;0;xTxx
683;0;0;0;0;xxxx
684;0;0;0;0;xxxx
685;0;0;0;0;xxxx
686;0;0;0;1;xxxK
687;0;0;0;0;xxxx
688;0;0;0;0;xxxx
689;0;0;0;0;xxxx
690;0;0;1;0;xxCx
691;0;0;0;0;xxxx
692;0;0;0;0;xxxx
693;0;0;0;0;xxxx
694;0;0;0;0;xxxx
695;0;1;0;0;xTxx
696;0;0;0;0;xxxx
697;1;0;0;0;Rxxx
698;0;0;0;0;xxxx
699;0;0;0;0;xxxx
700;0;0;0;0;xxxx
701;0;0;1;1;xxCK
702;0;0;0;0;xxxx
703;0;0;0;1;xxxK
704;1;1;0;0;RTxx
705;0;0;0;0;xxxx
706;0;0;0;0;xxxx
707;0;0;0;0;xxxx
708;0;0;0;0;xxxx
709;1;0;0;1;RxxK
710;0;0;0;0;xxxx
711;0;0;0;0;xxxx
712;0;1;0;0;xTxx
713;0;0;0;0;xxxx
714;0;1;0;1;xTxK
715;0;0;0;0;xxxx
716;0;0;0;0;xxxx
717;0;0;1;0;xxCx
718;0;1;1;1;xTCK
719;0;0;0;0;xxxx
720;0;0;0;0;xxxx
721;0;0;0;0;xxxx
722;0;0;0;1;xxxK
723;0;1;0;1;xTxK
724;0;0;0;0;xxxx
725;0;0;1;1;xxCK
726;0;0;0;0;xxxx
727;0;0;0;0;xxxx
728;0;0;0;0;xxxx
729;0;1;0;0;xTxx
730;0;0;0;0;xxxx
731;1;0;1;0;RxCx
732;0;0;0;1;xxxK
733;0;0;0;0;xxxx
734;0;0;0;0;xxxx
735;0;0;0;0;xxxx
736;0;0;0;0;xxxx
737;0;0;0;0;xxxx
738;0;0;0;0;xxxx
739;0;0;0;1;xxxK
740;0;0;0;0;xxxx
741;0;0;0;0;xxxx
742;0;0;0;0;xxxx
743;0;0;0;1;xxxK
744;0;0;0;0;xxxx
745;0;0;0;0;xxxx
746;0;0;0;0;xxxx
747;0;0;0;0;xxxx
748;0;1;1;1;xTCK
749;0;0;0;0;xxxx
750;0;0;0;0;xxxx
751;0;0;0;1;xxxK
752;0;0;0;0;xxxx
753;0;0;0;0;xxxx
754;0;0;0;0;xxxx
755;0;0;0;0;xxxx
756;0;0;0;0;xxxx
757;0;0;0;0;xxxx
758;0;0;0;0;xxxx
759;0;0;0;0;xxxx
760;0;0;0;0;xxxx
761;0;0;0;0;xxxx
762;0;0;0;0;xxxx
763;0;1;0;0;xTxx
764;0;0;0;0;xxxx
765;0;0;0;1;xxxK
766;0;0;0;0;xxxx
767;0;0;0;0;xxxx
768;0;0;0;0;xxxx
769;0;0;0;1;xxxK
770;0;0;0;0;xxxx
771;0;0;0;0;xxxx
772;0;0;0;0;xxxx
773;0;0;0;0;xxxx
774;0;0;0;0;xxxx
775;0;0;0;0;xxxx
776;0;0;0;0;xxxx
777;0;0;0;1;xxxK
778;0;0;0;0;xxxx
779;0;0;0;0;xxxx
780;0;0;0;0;xxxx
781;0;0;0;0;xxxx
782;0;0;0;0;xxxx
783;0;0;0;0;xxxx
784;0;1;0;1;xTxK
785;0;0;0;0;xxxx
786;0;0;0;0;xxxx
787;0;0;0;0;xxxx
788;0;0;0;0;xxxx
789;0;0;0;0;xxxx
790;0;0;0;0;xxxx
791;0;0;0;1;xxxK
792;0;0;0;0;xxxx
793;1;0;0;0;Rxxx
794;0;0;0;0;xxxx
795;0;0;0;0;xxxx
796;0;0;0;0;xxxx
797;0;0;0;0;xxxx
798;0;0;0;0;xxxx
799;0;0;0;0;xxxx
800;0;0;0;0;xxxx
801;0;0;0;0;xxxx
802;1;1;1;0;RTCx
803;0;0;0;0;xxxx
804;0;0;0;0;xxxx
805;1;1;1;1;RTCK
806;0;0;0;0;xxxx
807;0;0;0;0;xxxx
808;0;0;0;0;xxxx
809;0;0;0;1;xxxK
810;0;0;0;0;xxxx
811;0;0;0;0;xxxx
812;0;0;0;1;xxxK
813;0;0;0;1;xxxK
814;0;0;0;0;xxxx
815;0;1;1;0;xTCx
816;0;0;0;0;xxxx
817;0;0;0;1;xxxK
818;0;0;0;0;xxxx
819;0;0;0;0;xxxx
820;0;0;0;1;xxxK
821;0;0;0;0;xxxx
822;0;0;0;0;xxxx
823;0;0;0;0;xxxx
824;0;0;0;0;xxxx
825;0;0;0;0;xxxx
826;0;0;0;0;xxxx
827;0;0;0;0;xxxx
828;0;0;0;0;xxxx
829;0;0;0;0;xxxx
830;1;0;0;1;RxxK
831;0;0;0;0;xxxx
832;0;0;0;0;xxxx
833;0;0;0;0;xxxx
834;0;0;1;0;xxCx
835;0;0;0;0;xxxx
836;0;0;0;0;xxxx
837;0;0;0;0;xxxx
838;0;1;0;1;xTxK
839;0;0;0;0;xxxx
840;0;1;0;0;xTxx
841;0;0;0;0;xxxx
842;0;0;0;0;xxxx
843;0;0;0;0;xxxx
844;0;0;0;0;xxxx
845;0;0;0;0;xxxx
846;0;0;0;0;xxxx
847;0;0;0;0;xxxx
848;0;0;0;0;xxxx
849;0;0;0;0;xxxx
850;0;0;0;0;xxxx
851;0;0;0;0;xxxx
852;0;0;0;0;xxxx
853;0;0;0;1;xxxK
854;0;0;0;0;xxxx
855;0;0;0;0;xxxx
856;0;0;0;0;xxxx
857;0;0;0;0;xxxx
858;0;0;0;0;xxxx
859;0;1;0;1;xTxK
860;0;0;0;0;xxxx
861;0;0;0;0;xxxx
862;0;0;0;0;xxxx
863;0;0;0;1;xxxK
864;0;0;0;0;xxxx
865;0;0;0;0;xxxx
866;0;0;0;0;xxxx
867;0;0;0;0;xxxx
868;0;0;0;0;xxxx
869;0;0;0;1;xxxK
870;0;0;0;0;xxxx
871;0;0;0;0;xxxx
872;1;1;0;0;RTxx
873;0;0;0;0;xxxx
874;0;0;0;0;xxxx
875;0;0;0;0;xxxx
876;0;0;0;1;xxxK
877;0;0;0;0;xxxx
878;0;0;0;0;xxxx
879;0;0;0;0;xxxx
880;0;1;0;0;xTxx
881;0;1;1;1;xTCK
882;0;1;0;0;xTxx
883;0;1;0;0;xTxx
884;0;0;0;0;xxxx
885;0;0;0;0;xxxx
886;0;0;0;1;xxxK
887;0;0;0;0;xxxx
888;0;0;0;0;xxxx
889;0;0;0;0;xxxx
890;0;0;0;0;xxxx
891;0;1;0;0;xTxx
892;0;1;0;0;xTxx
893;0;0;0;0;xxxx
894;0;0;0;0;xxxx
895;0;1;0;0;xTxx
896;0;1;0;0;xTxx
897;0;0;0;0;xxxx
898;0;0;0;0;xxxx
899;1;0;0;0;Rxxx
900;0;0;0;1;xxxK
901;0;0;0;1;xxxK
902;1;1;1;0;RTCx
903;0;0;0;0;xxxx
904;0;0;0;0;xxxx
905;0;0;0;0;xxxx
906;0;0;0;1;xxxK
907;0;0;0;0;xxxx
908;0;0;0;0;xxxx
909;0;0;0;0;xxxx
910;0;0;0;0;xxxx
911;1;0;0;1;RxxK
912;0;0;0;0;xxxx
913;0;0;0;0;xxxx
914;0;1;1;1;xTCK
915;0;0;0;0;xxxx
916;0;0;0;1;xxxK
917;0;0;0;0;xxxx
918;0;0;0;0;xxxx
919;0;0;0;0;xxxx
920;0;0;0;0;xxxx
921;0;0;0;0;xxxx
922;0;0;0;1;xxxK
923;0;0;0;0;xxxx
924;0;0;0;0;xxxx
925;0;0;0;0;xxxx
926;0;0;0;0;xxxx
927;0;0;0;0;xxxx
928;0;0;0;0;xxxx
929;0;1;0;1;xTxK
930;0;0;0;0;xxxx
